Year,Day,Month,Hour,Weather_Condition,Wind_Chill(F),Precipitation(in),Temperature(F),Humidity(%),Wind_Speed(mph),Visibility(mi),Selected
2020,21,05,11,Partly Cloudy,64.0,0.0,64.0,67.0,6.0,10.0,No
2019,11,05,05,Cloudy,57.0,0.0,57.0,77.0,6.0,10.0,No
2016,10,12,02,Overcast,,,59.0,94.0,10.4,8.0,No
2016,14,09,21,Partly Cloudy,,,62.1,70.0,17.3,10.0,No
2018,28,08,19,Partly Cloudy,,,66.9,63.0,13.8,10.0,No
2016,08,06,13,Mostly Cloudy,,,69.1,54.0,17.3,10.0,No
2020,01,12,13,Fair,58.0,0.0,58.0,67.0,3.0,10.0,No
2017,11,11,09,Mostly Cloudy,,,57.0,96.0,4.6,8.0,No
2020,02,05,02,Cloudy,58.0,0.0,58.0,84.0,16.0,10.0,No
2016,08,11,16,Mostly Cloudy,,,72.0,64.0,9.2,10.0,No
2020,26,02,15,Fair,75.0,0.0,75.0,34.0,12.0,10.0,No
2017,08,02,12,Light Rain,,0.01,63.0,87.0,13.8,7.0,No
2019,25,01,17,Partly Cloudy,,,55.9,69.0,9.2,10.0,No
2020,16,02,13,Mostly Cloudy,58.0,0.0,58.0,67.0,16.0,10.0,No
2019,02,05,08,Fair,59.0,0.0,59.0,67.0,3.0,10.0,No
2019,28,05,17,Partly Cloudy,62.0,0.0,62.0,67.0,15.0,10.0,No
2017,27,11,06,Partly Cloudy,43.1,,46.0,93.0,5.8,10.0,No
2020,05,05,12,Fair,67.0,0.0,67.0,59.0,17.0,10.0,No
2020,12,01,22,Light Rain,53.0,0.0,53.0,83.0,9.0,9.0,No
2018,20,04,09,Clear,,,57.0,72.0,,10.0,No
2018,16,02,08,Partly Cloudy,,,52.0,66.0,,10.0,No
2019,09,09,07,Mostly Cloudy,58.0,0.0,58.0,90.0,18.0,10.0,No
2016,11,07,02,Clear,,,62.1,75.0,3.5,10.0,No
2018,24,07,17,Partly Cloudy,,,66.0,73.0,15.0,10.0,No
2020,16,02,01,Partly Cloudy / Windy,50.0,0.0,50.0,83.0,23.0,10.0,No
2017,14,12,09,Partly Cloudy,,,53.1,80.0,,9.0,No
2019,02,02,03,Rain,,0.05,52.0,86.0,12.7,5.0,No
2020,09,08,14,Fair,72.0,0.0,72.0,57.0,16.0,10.0,No
2018,05,06,07,Partly Cloudy,,,55.0,77.0,12.7,8.0,No
2020,09,01,09,Partly Cloudy,56.0,0.0,56.0,62.0,9.0,10.0,No
2019,06,12,18,Cloudy / Windy,59.0,0.0,59.0,78.0,21.0,10.0,No
2020,22,03,19,Mostly Cloudy,61.0,0.0,61.0,62.0,7.0,10.0,No
2017,18,08,21,Partly Cloudy,,,62.1,80.0,9.2,10.0,No
2020,23,12,23,Partly Cloudy,50.0,0.0,50.0,61.0,3.0,10.0,No
2019,24,04,07,Fair,55.0,0.0,55.0,80.0,9.0,10.0,No
2017,09,05,02,Clear,,,54.0,86.0,3.5,8.0,No
2018,25,06,07,Mostly Cloudy,,,57.2,94.0,15.0,7.0,No
2018,15,11,07,Haze,,,46.9,80.0,4.6,2.5,No
2020,05,05,20,Mostly Cloudy,57.0,0.0,57.0,81.0,20.0,10.0,No
2018,28,10,13,Mostly Cloudy,,,69.1,65.0,16.1,10.0,No
2018,28,09,06,Overcast,,,55.9,87.0,5.8,10.0,No
2020,09,05,09,Mostly Cloudy,62.0,0.0,62.0,70.0,3.0,10.0,No
2018,06,11,16,Partly Cloudy,,,64.0,46.0,16.1,10.0,No
2020,26,05,21,Fair,70.0,0.0,70.0,53.0,7.0,10.0,No
2020,25,06,07,Mostly Cloudy,58.0,0.0,58.0,81.0,6.0,10.0,No
2020,29,03,09,Cloudy,55.0,0.0,55.0,77.0,6.0,10.0,No
2016,22,11,13,Overcast,,,60.1,69.0,4.6,10.0,No
2020,02,12,01,Fair,48.0,0.0,48.0,71.0,0.0,10.0,No
2020,08,04,22,Partly Cloudy,54.0,0.0,54.0,75.0,12.0,10.0,No
2016,24,03,09,Partly Cloudy,,,55.9,77.0,3.5,10.0,No
2020,12,12,07,Mostly Cloudy,58.0,0.0,58.0,87.0,10.0,10.0,No
2020,15,01,17,Mostly Cloudy,50.0,0.0,50.0,71.0,9.0,10.0,No
2019,10,03,04,Light Rain,,0.08,46.9,86.0,12.7,3.0,No
2016,23,12,04,Rain,,0.08,52.0,63.0,12.7,9.0,No
2019,09,08,19,Partly Cloudy,67.0,0.0,67.0,79.0,14.0,10.0,No
2019,04,03,07,Light Rain,,0.01,52.0,80.0,6.9,5.0,No
2017,29,11,07,Partly Cloudy,44.8,,46.0,96.0,3.5,10.0,No
2017,20,06,12,Clear,,,73.9,55.0,11.5,10.0,No
2020,21,12,23,Partly Cloudy,54.0,0.0,54.0,75.0,9.0,10.0,No
2019,30,10,18,Partly Cloudy,67.0,0.0,67.0,15.0,0.0,10.0,No
2018,18,12,14,Scattered Clouds,,,61.0,67.0,,10.0,No
2020,16,01,15,Mostly Cloudy,50.0,0.05,50.0,74.0,10.0,10.0,No
2019,21,12,13,Cloudy,62.0,0.0,62.0,48.0,0.0,10.0,No
2017,07,06,14,Mostly Cloudy,,,66.0,48.0,15.0,10.0,No
2020,22,03,17,Mostly Cloudy,63.0,0.0,63.0,60.0,8.0,10.0,No
2019,29,08,17,Fair,76.0,0.0,76.0,50.0,17.0,10.0,No
2019,23,12,23,Fair,41.0,0.0,46.0,83.0,9.0,10.0,No
2016,10,10,16,Scattered Clouds,,,66.0,56.0,18.4,10.0,No
2016,27,03,13,Scattered Clouds,,,60.1,72.0,24.2,10.0,No
2016,11,09,16,Partly Cloudy,,,66.0,63.0,13.8,10.0,No
2017,19,11,15,Mostly Cloudy,,,59.0,67.0,6.9,10.0,No
2020,01,06,19,Partly Cloudy,66.0,0.0,66.0,65.0,10.0,10.0,No
2020,29,03,19,Fair,58.0,0.0,58.0,70.0,10.0,10.0,No
2020,03,06,16,Fair,82.0,0.0,82.0,44.0,15.0,10.0,No
2019,20,04,21,Fair,52.0,0.0,52.0,80.0,10.0,10.0,No
2017,12,07,02,Partly Cloudy,,,57.0,77.0,6.9,10.0,No
2017,11,11,00,Overcast,,,54.0,100.0,,9.0,No
2020,26,06,04,Mostly Cloudy,58.0,0.0,58.0,87.0,5.0,10.0,No
2020,31,01,17,Mostly Cloudy,61.0,0.0,61.0,70.0,8.0,10.0,No
2019,16,10,13,Mostly Cloudy,65.0,0.0,65.0,58.0,12.0,10.0,No
2018,16,03,18,Light Rain,,0.0,50.0,71.0,9.2,10.0,No
2017,22,11,15,Mostly Cloudy,,,63.0,84.0,8.1,10.0,No
2018,10,08,14,Partly Cloudy,,,70.0,59.0,12.7,10.0,No
2020,27,01,18,Mostly Cloudy,55.0,0.0,55.0,80.0,8.0,9.0,No
2020,06,03,21,Light Rain,50.0,0.0,50.0,89.0,9.0,10.0,No
2018,07,07,23,Partly Cloudy,,,57.0,87.0,3.5,10.0,No
2016,13,12,19,Overcast,,,55.9,100.0,,9.0,No
2020,30,11,21,Fair,47.0,0.0,49.0,74.0,6.0,10.0,No
2018,12,09,07,Mostly Cloudy,,,53.1,93.0,,6.0,No
2019,26,10,22,Partly Cloudy,56.0,0.0,56.0,80.0,5.0,8.0,No
2017,13,03,14,Clear,,,64.0,63.0,3.5,10.0,No
2019,01,09,14,Fair,77.0,0.0,77.0,58.0,14.0,10.0,No
2018,20,10,11,Partly Cloudy,,,62.1,75.0,8.1,7.0,No
2019,30,10,17,Partly Cloudy,67.0,0.0,67.0,15.0,0.0,10.0,No
2016,30,03,11,Mostly Cloudy,,,59.0,62.0,12.7,10.0,No
2017,02,02,08,Mostly Cloudy,,,55.0,83.0,13.8,10.0,No
2020,16,01,13,Rain,43.0,0.03,48.0,86.0,13.0,4.0,No
2020,24,09,19,Fair / Windy,64.0,0.0,64.0,78.0,21.0,10.0,No
2020,25,11,14,Fair,62.0,0.0,62.0,50.0,8.0,10.0,No
2020,17,11,17,Cloudy,58.0,0.0,58.0,90.0,14.0,9.0,No
2019,30,07,08,Cloudy,60.0,0.0,60.0,78.0,8.0,5.0,No
2016,21,07,16,Partly Cloudy,,,66.0,68.0,15.0,10.0,No
2016,21,10,22,Clear,,,60.1,86.0,,10.0,No
2019,20,12,18,Fair,55.0,0.0,55.0,77.0,5.0,10.0,No
2020,27,10,17,Fair,70.0,0.0,70.0,33.0,12.0,10.0,No
2018,12,07,18,Mostly Cloudy,,,68.0,68.0,15.0,10.0,No
2019,14,12,01,Partly Cloudy,54.0,0.0,54.0,83.0,20.0,10.0,No
2019,17,12,23,Cloudy,53.0,0.01,53.0,66.0,3.0,9.0,No
2018,21,11,08,Rain,,0.13,57.9,90.0,3.5,2.5,No
2019,17,11,23,Fair,52.0,0.0,52.0,74.0,0.0,10.0,No
2020,04,04,18,Light Rain,57.0,0.02,57.0,88.0,14.0,2.0,No
2017,15,05,08,Mostly Cloudy,,,55.9,72.0,8.1,10.0,No
2019,29,07,09,Mostly Cloudy,64.0,0.0,64.0,67.0,9.0,9.0,No
2020,23,06,17,Fair,67.0,0.0,67.0,68.0,17.0,10.0,No
2020,13,12,15,Mostly Cloudy,59.0,0.0,59.0,83.0,13.0,10.0,No
2019,18,12,04,Haze,50.0,0.0,50.0,80.0,12.0,6.0,No
2019,19,09,17,Fair / Windy,69.0,0.0,69.0,49.0,22.0,10.0,No
2019,08,09,00,Fair / Windy,61.0,0.0,61.0,78.0,21.0,10.0,No
2020,25,12,21,Light Rain,58.0,0.0,58.0,87.0,14.0,3.0,No
2017,11,08,07,Overcast,,,59.0,87.0,9.2,10.0,No
2018,13,08,12,Partly Cloudy,,,64.0,67.0,17.3,10.0,No
2020,28,02,14,Mostly Cloudy,69.0,0.0,69.0,54.0,12.0,10.0,No
2019,06,07,03,Partly Cloudy,58.0,0.0,58.0,78.0,8.0,10.0,No
2019,20,10,19,Fair,61.0,0.0,61.0,67.0,17.0,10.0,No
2018,10,11,11,Smoke,,,59.0,51.0,3.5,6.0,No
2017,30,01,15,Mostly Cloudy,,,60.1,49.0,,10.0,No
2018,01,06,16,Clear,,,68.0,45.0,26.5,10.0,No
2017,01,03,16,Clear,,,57.0,47.0,17.3,10.0,No
2020,27,01,07,Cloudy,50.0,0.0,50.0,86.0,0.0,10.0,No
2017,26,10,09,Clear,,,66.9,68.0,6.9,10.0,No
2019,31,12,18,Partly Cloudy,54.0,0.0,54.0,69.0,6.0,10.0,No
2018,06,09,06,Overcast,,,57.0,87.0,9.2,10.0,No
2018,13,04,22,Clear,,,55.9,69.0,12.7,10.0,No
2018,09,10,20,Partly Cloudy,,,62.1,67.0,11.5,10.0,No
2020,14,01,18,Partly Cloudy,52.0,0.0,52.0,69.0,8.0,10.0,No
2019,26,12,20,Fair,50.0,0.0,50.0,74.0,5.0,10.0,No
2020,06,11,14,Mostly Cloudy,59.0,0.0,59.0,55.0,16.0,10.0,No
2020,05,03,19,Mostly Cloudy,57.0,0.0,57.0,72.0,13.0,10.0,No
2016,09,08,08,Overcast,,,61.0,81.0,4.6,10.0,No
2016,13,12,18,Overcast,,0.0,55.0,100.0,,8.0,No
2020,26,11,19,Fair,58.0,0.0,58.0,39.0,0.0,10.0,No
2017,01,12,14,Mostly Cloudy,,,59.0,67.0,8.1,10.0,No
2019,31,08,22,Fair,67.0,0.0,67.0,76.0,17.0,10.0,No
2016,14,07,12,Partly Cloudy,,,66.9,59.0,18.4,10.0,No
2017,03,08,07,Overcast,,,66.9,81.0,3.5,10.0,No
2020,28,07,06,Mostly Cloudy,58.0,0.0,58.0,81.0,10.0,10.0,No
2017,01,06,11,Mostly Cloudy,,,66.0,73.0,10.4,10.0,No
2016,14,12,18,Overcast,,0.01,59.0,90.0,5.8,10.0,No
2017,16,05,10,Overcast,,,57.9,75.0,16.1,10.0,No
2016,04,07,07,Scattered Clouds,,,57.0,77.0,3.5,10.0,No
2018,12,02,13,Partly Cloudy,,,57.9,44.0,13.8,10.0,No
2019,12,12,07,Mostly Cloudy,58.0,0.0,58.0,90.0,6.0,10.0,No
2018,18,12,15,Scattered Clouds,,,60.1,69.0,3.5,10.0,No
2017,16,06,14,Partly Cloudy,,,75.9,54.0,15.0,10.0,No
2018,23,10,09,Mostly Cloudy,,,55.9,75.0,5.8,10.0,No
2017,11,08,09,Overcast,,,60.1,80.0,9.2,10.0,No
2020,09,10,05,Mostly Cloudy,58.0,0.0,58.0,87.0,5.0,10.0,No
2019,21,08,07,Fair,61.0,0.0,61.0,81.0,9.0,10.0,No
2020,11,10,15,Fair,77.0,0.0,77.0,45.0,16.0,10.0,No
2019,05,10,14,Fair,78.0,0.0,78.0,28.0,12.0,10.0,No
2018,21,11,13,Light Rain,,0.23,59.0,83.0,6.9,5.0,No
2018,29,09,10,Mostly Cloudy,,,64.9,63.0,5.8,10.0,No
2017,17,11,16,Clear,,,60.1,51.0,15.0,10.0,No
2018,29,01,12,Overcast,,,55.9,72.0,4.6,10.0,No
2020,16,01,12,Cloudy,40.0,0.06,47.0,83.0,18.0,9.0,No
2020,29,11,02,Fair,42.0,0.0,42.0,67.0,0.0,10.0,No
2020,14,05,15,Cloudy,67.0,0.0,67.0,66.0,5.0,10.0,No
2016,18,05,13,Partly Cloudy,,,73.9,52.0,16.1,10.0,No
2020,17,12,14,Fair / Windy,57.0,0.0,57.0,62.0,21.0,10.0,No
2020,17,04,16,Cloudy,59.0,0.0,59.0,62.0,13.0,10.0,No
2020,20,06,10,Partly Cloudy,65.0,0.0,65.0,68.0,8.0,10.0,No
2020,02,06,17,Mostly Cloudy / Windy,82.0,0.0,82.0,33.0,21.0,10.0,No
2020,03,06,23,Fair,58.0,0.0,58.0,81.0,16.0,10.0,No
2020,03,03,04,Fair,44.0,0.0,47.0,71.0,6.0,10.0,No
2020,14,05,10,Cloudy,62.0,0.0,62.0,65.0,3.0,10.0,No
2017,03,02,19,Mostly Cloudy,,0.01,57.0,89.0,8.1,10.0,No
2018,25,04,17,Partly Cloudy,,,57.9,70.0,16.1,10.0,No
2020,19,06,10,Fair,67.0,0.0,67.0,66.0,6.0,10.0,No
2020,03,01,11,Partly Cloudy,56.0,0.0,56.0,64.0,0.0,10.0,No
2019,29,12,20,Rain,52.0,0.15,52.0,97.0,7.0,5.0,No
2020,25,05,14,Fair,92.0,0.0,92.0,27.0,10.0,10.0,No
2020,09,01,14,Partly Cloudy,52.0,0.0,52.0,74.0,12.0,10.0,No
2020,09,02,01,Fair,51.0,0.0,51.0,46.0,5.0,10.0,No
2017,17,02,07,Light Rain,,0.0,55.0,86.0,12.7,6.0,No
2020,27,05,17,Fair / Windy,66.0,0.0,66.0,60.0,25.0,10.0,No
2017,23,02,15,Scattered Clouds,,,53.1,48.0,15.0,10.0,No
2016,21,08,16,Scattered Clouds,,,64.9,65.0,21.9,10.0,No
2017,10,08,19,Mostly Cloudy,,,62.1,78.0,26.5,10.0,No
2020,29,11,01,Fair,44.0,0.0,44.0,73.0,3.0,10.0,No
2019,10,10,23,Partly Cloudy,61.0,0.0,61.0,27.0,0.0,10.0,No
2020,15,11,02,Fair,48.0,0.0,48.0,63.0,3.0,10.0,No
2017,05,07,02,Overcast,,,57.0,87.0,10.4,10.0,No
2020,14,05,15,Mostly Cloudy,67.0,0.0,67.0,61.0,13.0,10.0,No
2017,25,06,21,Partly Cloudy,,,60.1,75.0,11.5,10.0,No
2017,30,04,19,Clear,,,63.0,72.0,10.4,10.0,No
2018,04,03,11,Scattered Clouds,,,48.9,77.0,5.8,10.0,No
2018,07,12,17,Partly Cloudy,,,55.0,77.0,6.9,10.0,No
2018,28,02,05,Scattered Clouds,41.2,,45.0,74.0,6.9,10.0,No
2019,10,10,09,Fair,65.0,0.0,65.0,16.0,3.0,10.0,No
2020,09,11,20,Fair,49.0,0.0,49.0,56.0,0.0,10.0,No
2020,05,01,12,Fair,55.0,0.0,55.0,62.0,5.0,10.0,No
2017,06,02,18,Light Rain,,0.03,55.9,84.0,13.8,9.0,No
2019,14,10,13,Fair,67.0,0.0,67.0,57.0,12.0,10.0,No
2020,16,11,21,Fair,59.0,0.0,59.0,64.0,7.0,10.0,No
2018,12,12,07,Overcast,,,52.0,89.0,19.6,4.0,No
2020,14,04,20,Fair,66.0,0.0,66.0,42.0,8.0,10.0,No
2020,10,10,03,Mostly Cloudy,60.0,0.0,60.0,83.0,0.0,10.0,No
2020,01,05,14,Fair,72.0,0.0,72.0,35.0,15.0,10.0,No
2019,16,03,20,Clear,,,55.9,57.0,12.7,10.0,No
2017,11,10,22,Mostly Cloudy,,,55.9,67.0,10.4,10.0,No
2020,17,04,15,Cloudy,62.0,0.0,62.0,58.0,17.0,10.0,No
2017,07,07,03,Clear,,,55.9,80.0,9.2,10.0,No
2016,12,04,00,Overcast,,,57.0,69.0,9.2,10.0,No
2019,20,03,04,Rain,,0.22,53.1,86.0,9.2,4.0,No
2018,03,10,10,Mostly Cloudy,,,68.0,78.0,8.1,10.0,No
2018,22,05,17,Overcast,,,57.0,87.0,12.7,8.0,No
2019,11,04,16,Mostly Cloudy / Windy,63.0,0.0,63.0,54.0,21.0,10.0,No
2017,14,11,07,Partly Cloudy,,,53.1,100.0,5.8,10.0,No
2020,13,11,02,Mostly Cloudy,44.0,0.0,47.0,83.0,6.0,10.0,No
2020,12,11,23,Mostly Cloudy,50.0,0.0,50.0,80.0,5.0,10.0,No
2016,18,06,17,Clear,,,73.9,48.0,12.7,10.0,No
2018,17,01,22,Overcast,,,52.0,97.0,,1.0,No
2020,20,05,15,Fair,68.0,0.0,68.0,55.0,8.0,10.0,No
2018,16,02,15,Partly Cloudy,,,63.0,50.0,10.4,10.0,No
2020,06,04,14,Rain,50.0,0.07,50.0,83.0,13.0,4.0,No
2018,15,09,18,Mostly Cloudy,,,60.1,78.0,19.6,10.0,No
2017,16,08,16,Partly Cloudy,,,72.0,55.0,16.1,10.0,No
2018,02,10,05,Overcast,,0.0,63.0,81.0,4.6,10.0,No
2017,29,08,10,Scattered Clouds,,,63.0,75.0,12.7,10.0,No
2017,10,03,14,Overcast,,,66.0,68.0,,10.0,No
2018,20,08,18,Scattered Clouds,,,64.0,67.0,17.3,10.0,No
2016,21,06,09,Partly Cloudy,,,66.9,61.0,5.8,10.0,No
2018,07,07,23,Partly Cloudy,,,66.9,63.0,24.2,10.0,No
2017,04,04,08,Partly Cloudy,,,55.0,69.0,16.1,10.0,No
2020,26,03,22,Fair,53.0,0.0,53.0,64.0,9.0,10.0,No
2018,10,09,08,Partly Cloudy,,,59.0,75.0,,10.0,No
2019,30,07,12,Partly Cloudy,71.0,0.0,71.0,55.0,13.0,10.0,No
2020,17,12,12,Partly Cloudy,60.0,0.0,60.0,62.0,12.0,10.0,No
2017,26,01,14,Partly Cloudy,,,54.0,66.0,6.9,10.0,No
2017,05,06,12,Partly Cloudy,,,72.0,46.0,17.3,10.0,No
2019,29,09,11,Fair,64.0,0.0,64.0,54.0,15.0,10.0,No
2019,08,10,17,Mostly Cloudy,64.0,0.0,64.0,65.0,15.0,10.0,No
2019,13,09,16,Partly Cloudy,89.0,0.0,89.0,32.0,10.0,10.0,No
2017,03,12,09,Partly Cloudy,,,54.0,57.0,9.2,10.0,No
2019,30,01,16,Mostly Cloudy,,,55.0,83.0,,10.0,No
2020,30,04,17,Mostly Cloudy,65.0,0.0,65.0,54.0,15.0,10.0,No
2017,25,01,19,Scattered Clouds,,,50.0,71.0,6.9,10.0,No
2017,11,02,01,Partly Cloudy,,,48.9,74.0,11.5,10.0,No
2017,04,02,04,Overcast,,0.0,55.9,93.0,6.9,10.0,No
2019,21,05,10,Mostly Cloudy,56.0,0.0,56.0,80.0,15.0,9.0,No
2020,12,11,23,Mostly Cloudy,50.0,0.0,50.0,80.0,7.0,10.0,No
2020,29,08,14,Mostly Cloudy,68.0,0.0,68.0,65.0,16.0,10.0,No
2016,14,10,12,Light Rain,,,64.9,97.0,12.7,2.0,No
2017,04,06,04,Scattered Clouds,,,55.9,84.0,5.8,10.0,No
2017,19,09,18,Partly Cloudy,,,66.9,57.0,25.3,10.0,No
2020,03,10,11,Smoke,74.0,0.0,74.0,64.0,5.0,8.0,No
2017,26,06,13,Partly Cloudy,,,73.9,52.0,18.4,10.0,No
2020,01,05,16,Fair / Windy,67.0,0.0,67.0,45.0,22.0,10.0,No
2020,01,05,13,Fair,72.0,0.0,72.0,35.0,15.0,10.0,No
2018,22,08,23,Mostly Cloudy,,,62.1,72.0,8.1,10.0,No
2018,23,07,10,Partly Cloudy,,,64.9,70.0,15.0,10.0,No
2019,03,10,11,Fair,65.0,0.0,65.0,50.0,15.0,10.0,No
2020,24,02,15,Fair,67.0,0.0,67.0,47.0,9.0,10.0,No
2020,02,01,16,Partly Cloudy,60.0,0.0,60.0,64.0,12.0,10.0,No
2017,06,08,12,Partly Cloudy,,,66.9,73.0,11.5,10.0,No
2018,24,10,18,Partly Cloudy,,,63.0,81.0,11.5,10.0,No
2020,14,05,11,Cloudy,59.0,0.0,59.0,78.0,8.0,10.0,No
2020,01,12,01,Fair,47.0,0.0,47.0,74.0,0.0,10.0,No
2019,16,12,10,Fair,53.0,0.0,53.0,61.0,3.0,10.0,No
2019,11,08,00,Cloudy,63.0,0.0,63.0,84.0,6.0,10.0,No
2016,20,07,22,Mostly Cloudy,,,57.9,84.0,12.7,10.0,No
2017,22,05,17,Partly Cloudy,,,66.0,59.0,21.9,10.0,No
2018,24,12,17,Scattered Clouds,,0.03,55.9,84.0,23.0,10.0,No
2018,27,07,00,Overcast,,,57.0,93.0,8.1,10.0,No
2018,22,12,08,Mostly Cloudy,,,50.0,86.0,8.1,10.0,No
2017,20,04,18,Partly Cloudy,,,66.0,59.0,18.4,10.0,No
2020,05,03,04,Fair,52.0,0.0,52.0,86.0,3.0,10.0,No
2020,16,05,07,Mostly Cloudy,56.0,0.0,56.0,84.0,9.0,10.0,No
2019,26,04,08,Mostly Cloudy,56.0,0.0,56.0,80.0,0.0,9.0,No
2020,09,01,04,Rain,51.0,0.03,51.0,92.0,13.0,8.0,No
2020,10,10,20,Fair,64.0,0.0,64.0,84.0,7.0,10.0,No
2017,15,05,07,Scattered Clouds,,,53.1,80.0,8.1,10.0,No
2020,05,05,11,Fair,63.0,0.0,63.0,67.0,7.0,10.0,No
2016,05,08,00,Overcast,,0.0,60.1,86.0,11.5,10.0,No
2020,29,06,06,Fair,58.0,0.0,58.0,75.0,6.0,10.0,No
2016,22,06,04,Mostly Cloudy,,,55.9,80.0,10.4,10.0,No
2019,22,05,15,Mostly Cloudy / Windy,66.0,0.0,66.0,59.0,22.0,10.0,No
2018,27,02,17,Partly Cloudy,,,54.0,45.0,10.4,10.0,No
2018,18,10,13,Clear,,,66.0,63.0,9.2,9.0,No
2019,22,05,16,Mostly Cloudy / Windy,65.0,0.0,65.0,61.0,21.0,10.0,No
2017,11,04,16,Mostly Cloudy,,,64.0,50.0,20.7,10.0,No
2017,19,09,13,Mostly Cloudy,,,69.1,51.0,12.7,10.0,No
2019,25,10,06,Fair,61.0,0.0,61.0,50.0,0.0,10.0,No
2019,27,12,09,Fair,50.0,0.0,50.0,77.0,3.0,10.0,No
2020,18,11,15,Mostly Cloudy,62.0,0.0,62.0,70.0,7.0,10.0,No
2018,10,01,18,Overcast,,,54.0,100.0,,10.0,No
2017,05,08,22,Partly Cloudy,,,62.1,86.0,13.8,10.0,No
2018,29,01,11,Overcast,,,55.9,75.0,3.5,10.0,No
2019,04,11,07,Fair,54.0,0.0,54.0,80.0,3.0,10.0,No
2017,10,02,01,Light Rain,,0.03,57.0,89.0,4.6,3.0,No
2018,05,03,18,Mostly Cloudy,,,57.0,62.0,4.6,10.0,No
2020,23,03,19,Cloudy,52.0,0.0,52.0,69.0,7.0,10.0,No
2019,06,12,10,Partly Cloudy,60.0,0.0,60.0,72.0,14.0,10.0,No
2019,04,03,06,Rain,,0.0,52.0,83.0,8.1,7.0,No
2018,29,12,22,Scattered Clouds,40.3,,43.0,76.0,4.6,10.0,No
2019,20,09,16,Fair,81.0,0.0,81.0,31.0,14.0,10.0,No
2018,06,12,09,Partly Cloudy,,,55.4,58.0,10.4,10.0,No
2017,14,07,10,Partly Cloudy,,,64.0,70.0,4.6,8.0,No
2017,15,01,02,Mostly Cloudy,40.2,,42.1,92.0,3.5,10.0,No
2016,20,04,11,Mostly Cloudy,,,66.0,42.0,6.9,10.0,No
2018,27,04,14,Scattered Clouds,,,66.0,50.0,13.8,10.0,No
2016,24,06,19,Clear,,,69.1,54.0,5.8,10.0,No
2018,16,11,14,Haze,,,63.0,40.0,3.5,1.0,No
2020,22,01,19,Partly Cloudy,53.0,0.0,53.0,74.0,5.0,10.0,No
2018,21,07,02,Overcast,,,60.1,96.0,8.1,10.0,No
2019,27,08,17,Partly Cloudy,73.0,0.0,73.0,61.0,15.0,10.0,No
2017,30,03,17,Partly Cloudy,,,63.0,56.0,18.4,8.0,No
2020,04,04,16,Light Rain,58.0,0.0,58.0,87.0,17.0,2.0,No
2020,17,05,14,Mostly Cloudy / Windy,70.0,0.0,70.0,61.0,21.0,10.0,No
2018,08,10,19,Partly Cloudy,,,66.2,68.0,11.5,10.0,No
2016,20,08,05,Overcast,,,60.1,86.0,3.5,10.0,No
2016,01,11,20,Partly Cloudy,,,57.9,75.0,15.0,10.0,No
2020,21,05,14,Fair,73.0,0.0,73.0,46.0,16.0,10.0,No
2019,25,04,07,Fair,53.0,0.0,53.0,83.0,10.0,8.0,No
2019,26,12,14,Fair,58.0,0.0,58.0,44.0,10.0,10.0,No
2018,18,09,17,Scattered Clouds,,,57.9,72.0,18.4,10.0,No
2019,10,02,04,Light Rain,37.4,0.01,44.1,82.0,13.8,10.0,No
2020,31,01,17,Partly Cloudy,61.0,0.0,61.0,67.0,5.0,10.0,No
2018,28,06,09,Partly Cloudy,,,66.0,52.0,15.0,10.0,No
2019,31,10,20,Fair,55.0,0.0,55.0,40.0,0.0,10.0,No
2019,13,09,14,Fair,94.0,0.0,94.0,23.0,9.0,10.0,No
2018,20,07,00,Partly Cloudy,,,57.9,84.0,6.9,10.0,No
2017,30,05,19,Mostly Cloudy,,,59.0,75.0,16.1,10.0,No
2016,29,04,12,Partly Cloudy,,,61.0,62.0,11.5,10.0,No
2019,22,09,11,Mostly Cloudy,69.0,0.0,69.0,68.0,8.0,10.0,No
2018,10,01,16,Overcast,,,55.9,87.0,6.9,10.0,No
2020,09,09,11,Smoke,64.0,0.0,64.0,78.0,0.0,7.0,No
2020,15,03,16,Mostly Cloudy,53.0,0.0,53.0,61.0,14.0,10.0,No
2018,27,11,15,Light Rain,,0.0,59.0,83.0,3.5,5.0,No
2020,27,09,21,Fair,77.0,0.0,77.0,39.0,3.0,10.0,No
2019,06,09,07,Cloudy,61.0,0.0,61.0,83.0,0.0,5.0,No
2016,15,09,19,Partly Cloudy,,,60.1,83.0,9.2,10.0,No
2019,18,10,08,Mostly Cloudy,60.0,0.0,60.0,67.0,7.0,10.0,No
2020,19,10,07,Fair,55.0,0.0,55.0,93.0,3.0,10.0,No
2019,14,07,04,Cloudy,58.0,0.0,58.0,84.0,6.0,10.0,No
2020,27,05,21,Fair,56.0,0.0,56.0,87.0,10.0,10.0,No
2020,11,06,11,Partly Cloudy,71.0,0.0,71.0,61.0,8.0,10.0,No
2017,16,02,15,Scattered Clouds,,,62.1,72.0,12.7,10.0,No
2020,20,05,15,Fair / Windy,65.0,0.0,65.0,56.0,21.0,10.0,No
2018,19,02,02,Clear,37.1,,44.1,53.0,15.0,10.0,No
2019,25,01,17,Partly Cloudy,,,59.0,67.0,6.9,10.0,No
2019,26,09,08,Fair,70.0,0.0,70.0,68.0,0.0,10.0,No
2019,22,05,09,Fair,60.0,0.0,60.0,67.0,7.0,10.0,No
