internal_card_mapping,first_active_month,reward_program,latitude,longitude,fico_score,age
C_ID_0272e219db,2016-06,cash_back,40.746,-72.99,527,40
C_ID_02733dc6a2,2017-10,cash_back,42.601,-74.807,532,22
C_ID_0274c0c93e,2017-09,cash_back,39.858,-80.389,595,58
C_ID_0274f0b750,2015-09,cash_back,39.348,-111.719,498,57
C_ID_02756811c6,2017-01,cash_back,39.074,-101.283,314,31
C_ID_0275699ee2,2017-11,travel,34.494,-110.28,526,51
C_ID_027658b630,2017-05,cash_back,45.758,-104.931,786,54
C_ID_0277654573,2017-09,cash_back,29.882,-91.734,718,58
C_ID_0278518850,2017-11,travel,36.097,-83.649,675,30
C_ID_02798dd1e4,2017-08,cash_back,39.143,-90.283,333,64
C_ID_0279963625,2017-01,cash_back,43.349,-71.973,838,37
C_ID_027b53ef63,2016-07,cash_back,42.145,-119.767,608,38
C_ID_027b991ae1,2016-06,cash_back,43.434,-92.83,502,36
C_ID_027ba5b20c,2017-12,dining_entertainment,45.593,-95.279,569,90
C_ID_027ea900c0,2016-08,cash_back,45.868,-117.146,813,35
C_ID_027f37fa0d,2017-03,cash_back,37.611,-120.548,653,24
C_ID_027fd0563f,2017-08,cash_back,45.544,-94.255,789,28
C_ID_0280fdb305,2017-07,dining_entertainment,41.279,-97.571,594,62
C_ID_0283f321f3,2017-03,cash_back,34.454,-85.187,482,80
C_ID_02851faeec,2017-06,cash_back,32.341,-114.104,785,42
C_ID_02865fd24c,2015-12,dining_entertainment,43.693,-71.826,736,36
C_ID_0286b21e64,2017-03,cash_back,31.306,-100.438,723,54
C_ID_02878bcad9,2017-07,dining_entertainment,40.008,-113.501,771,39
C_ID_0287de5407,2017-06,cash_back,35.722,-79.434,684,59
C_ID_02889d5fbb,2016-09,cash_back,35.491,-83.866,703,50
C_ID_028a4d808e,2016-11,travel,44.408,-113.823,687,89
C_ID_028a88a7ae,2017-04,cash_back,40.176,-105.832,684,43
C_ID_028bac02d4,2017-10,cash_back,42.135,-120.102,724,19
C_ID_02917e9592,2017-07,cash_back,44.414,-124.072,416,32
C_ID_0291cf9e39,2016-09,cash_back,31.927,-98.127,352,35
C_ID_0292897d58,2014-02,cash_back,36.031,-93.013,537,59
C_ID_0293d3ee54,2016-12,dining_entertainment,42.536,-117.437,446,33
C_ID_02941bd488,2017-04,cash_back,42.198,-83.754,557,35
C_ID_02946cad5a,2017-06,dining_entertainment,27.119,-81.891,591,90
C_ID_02950a95bb,2015-11,cash_back,46.693,-109.532,666,20
C_ID_029530d99c,2017-12,cash_back,46.782,-108.137,475,38
C_ID_0295cd3cc1,2016-09,cash_back,35.98,-107.635,710,45
C_ID_0296a07876,2017-06,cash_back,47.655,-90.194,418,51
C_ID_02975f9c8f,2017-11,travel,42.799,-115.9,782,61
C_ID_02993521e3,2015-06,travel,48.522,-117.04,498,77
C_ID_0299d05d4a,2017-12,cash_back,44.773,-93.747,697,41
C_ID_029c492220,2017-08,cash_back,43.803,-75.45,356,24
C_ID_029d84e560,2017-10,travel,44.858,-71.183,739,45
C_ID_029e61b36e,2017-01,cash_back,30.986,-82.568,829,39
C_ID_02a09496ca,2017-09,travel,37.887,-90.172,550,47
C_ID_02a27cef02,2017-05,travel,48.439,-113.268,647,31
C_ID_02a84b3d82,2017-08,cash_back,48.824,-113.262,361,100
C_ID_02a8c5c124,2016-06,cash_back,37.609,-95.837,806,30
C_ID_02a8e96344,2017-09,dining_entertainment,40.516,-115.974,724,61
C_ID_02a9d08a53,2015-01,dining_entertainment,28.394,-97.454,514,100
C_ID_02ad43db9b,2017-08,cash_back,41.912,-80.937,710,20
C_ID_02adfb2085,2017-08,cash_back,27.005,-81.867,834,38
C_ID_02afa14d8a,2016-06,travel,39.823,-118.617,687,41
C_ID_02b0ab96a2,2016-05,travel,32.68,-114.225,425,46
C_ID_02b0d7a81e,2016-10,dining_entertainment,41.068,-95.952,519,38
C_ID_02b51bbf81,2017-02,cash_back,34.619,-101.387,620,29
C_ID_02b5750027,2017-12,cash_back,47.09,-91.377,587,23
C_ID_02b81ea44e,2016-05,travel,35.809,-87.983,563,41
C_ID_02b89898a9,2016-08,cash_back,32.579,-105.667,336,86
C_ID_02ba66387d,2017-04,travel,40.403,-81.097,747,68
C_ID_02bad9c0f6,2016-09,cash_back,42.165,-72.685,396,40
C_ID_02bb4d888b,2016-04,cash_back,36.118,-90.74,402,71
C_ID_02bb5bec35,2016-10,cash_back,31.956,-101.515,321,30
C_ID_02bc47cb86,2016-06,cash_back,29.754,-97.849,345,100
C_ID_02bcc0262e,2017-10,travel,33.165,-97.962,819,27
C_ID_02bd0d0384,2017-05,cash_back,37.765,-116.859,387,45
C_ID_02bd1c4210,2016-06,cash_back,43.814,-101.589,775,29
C_ID_02be84f6d0,2017-10,dining_entertainment,44.325,-120.121,607,58
C_ID_02be950a2c,2017-11,dining_entertainment,43.462,-103.171,567,41
C_ID_02befa9bf6,2017-10,cash_back,34.863,-111.852,571,89
C_ID_02c156a33d,2017-07,travel,45.169,-90.921,389,36
C_ID_02c302d5ca,2017-10,cash_back,39.532,-91.32,585,44
C_ID_02c5731652,2016-12,cash_back,41.175,-107.26,324,21
C_ID_02ca26ce62,2017-02,cash_back,40.14,-78.771,760,19
C_ID_02ca5e4fb3,2017-09,cash_back,33.08,-100.886,440,58
C_ID_02cb9f277c,2017-09,cash_back,41.35,-90.298,819,41
C_ID_02cce9b3a0,2017-09,cash_back,41.427,-77.369,438,37
C_ID_02cdc985b5,2017-11,travel,37.562,-81.362,697,64
C_ID_02cef8372d,2017-03,travel,33.026,-115.073,460,49
C_ID_02cf1bfa4a,2017-06,cash_back,42.491,-75.073,798,53
C_ID_02cf37eafc,2017-08,cash_back,38.705,-77.43,624,49
C_ID_02d1ec26d7,2017-11,cash_back,47.408,-93.851,301,47
C_ID_02d39fcb5e,2015-03,cash_back,35.363,-92.602,406,90
C_ID_02d6593b4c,2017-09,cash_back,40.222,-90.216,608,22
C_ID_02d67f1718,2017-12,dining_entertainment,36.101,-102.148,307,33
C_ID_02dbf59617,2016-05,dining_entertainment,45.85,-107.668,511,95
C_ID_02dcbd9355,2017-04,cash_back,42.349,-73.633,412,29
C_ID_02e2fb9abf,2017-11,dining_entertainment,37.52,-119.293,412,86
C_ID_02e75bd2a8,2017-03,travel,45.944,-118.238,825,46
C_ID_02ed75d8ae,2017-11,cash_back,41.462,-79.385,353,62
C_ID_02edd6a76a,2017-11,travel,26.974,-98.189,562,80
C_ID_02ee1143a6,2017-05,travel,47.045,-100.892,338,78
C_ID_02f3a538cc,2017-03,cash_back,34.785,-118.771,729,31
C_ID_02f7adcc67,2015-06,cash_back,41.943,-123.964,541,72
C_ID_02f97fda1f,2017-02,cash_back,35.093,-105.012,590,21
C_ID_02f9c5437a,2017-08,cash_back,39.61,-89.841,403,19
C_ID_02f9c9b893,2017-08,travel,30.969,-85.992,721,59
C_ID_02fbff949a,2015-12,cash_back,31.9,-100.074,654,86
C_ID_02fd76c11a,2017-06,travel,37.042,-115.765,345,53
C_ID_02fdba77c9,2017-06,dining_entertainment,31.928,-101.482,744,20
C_ID_02ffbd7e1c,2017-07,travel,35.872,-118.663,411,71
C_ID_030067f01a,2017-03,cash_back,44.842,-109.862,626,53
C_ID_0300e981aa,2017-04,cash_back,36.751,-85.302,757,21
C_ID_0300efbaea,2017-05,cash_back,42.58,-73.664,819,64
C_ID_030189ac89,2017-07,cash_back,38.777,-107.64,663,58
C_ID_0303116234,2016-12,cash_back,46.348,-94.89,458,60
C_ID_03048d8abd,2016-06,cash_back,43.83,-105.434,651,48
C_ID_03069649a7,2017-06,cash_back,37.923,-94.848,796,30
C_ID_030a8b9eac,2016-12,cash_back,41.489,-106.947,615,68
C_ID_030ca478f4,2016-12,travel,39.512,-86.427,569,36
C_ID_030e7f6a02,2016-11,cash_back,33.804,-105.881,765,39
C_ID_0310acb260,2016-10,travel,32.062,-92.205,477,53
C_ID_0313ed1acb,2017-11,cash_back,40.358,-121.151,319,24
C_ID_031528f1f0,2016-12,dining_entertainment,30.381,-92.701,732,96
C_ID_0315c0c955,2016-10,cash_back,30.757,-98.11,841,46
C_ID_031787fc80,2017-02,dining_entertainment,40.025,-83.931,712,59
C_ID_03189cf06c,2016-06,travel,37.026,-109.516,584,31
C_ID_0319d3dd1d,2016-12,cash_back,29.389,-98.653,327,61
C_ID_031a8e7061,2017-06,cash_back,44.822,-99.733,839,56
C_ID_031c0c6cb1,2017-11,dining_entertainment,42.951,-101.775,703,35
C_ID_032481346c,2017-01,cash_back,36.94,-90.688,663,72
C_ID_03253f392f,2017-11,cash_back,42.94,-94.214,786,21
C_ID_0325c4136c,2017-03,dining_entertainment,31.506,-92.123,691,52
C_ID_032b3cdb47,2017-03,cash_back,34.801,-88.184,518,93
C_ID_032cbbff8b,2017-01,travel,34.683,-102.121,757,56
C_ID_032d36a3ae,2017-07,travel,45.411,-115.367,510,54
C_ID_03305ad5e7,2017-08,cash_back,46.741,-111.782,836,35
C_ID_0330ac4f0b,2017-06,cash_back,40.158,-91.627,307,25
C_ID_03324afa66,2016-06,travel,47.535,-92.546,799,37
C_ID_033553049b,2017-09,travel,46.486,-110.589,430,56
C_ID_033655d17f,2017-06,cash_back,31.697,-95.927,500,92
C_ID_0336ed6f8a,2017-05,cash_back,32.486,-88.793,348,63
C_ID_0337fddd98,2017-01,cash_back,37.361,-84.878,824,27
C_ID_0339ae8cc3,2016-12,cash_back,36.037,-121.139,750,46
C_ID_0339cfd2af,2017-03,cash_back,37.354,-110.325,752,78
C_ID_033a07a145,2017-08,cash_back,42.224,-85.312,682,34
C_ID_033a0c3cd4,2017-03,travel,36.562,-99.836,658,37
C_ID_033a747239,2017-10,cash_back,44.116,-114.148,626,78
C_ID_033b816dcb,2017-06,cash_back,38.204,-82.593,566,40
C_ID_033c42eab8,2017-03,travel,46.157,-105.539,637,29
C_ID_033cec39db,2016-07,cash_back,45.005,-93.454,319,39
C_ID_03425d6bb2,2017-07,cash_back,37.123,-88.683,711,32
C_ID_0342f147a9,2016-03,cash_back,44.607,-75.474,783,20
C_ID_034310669f,2017-10,dining_entertainment,34.667,-111.323,787,31
C_ID_03442ca686,2016-05,travel,47.807,-104.528,798,43
C_ID_0345ae90b4,2016-12,cash_back,45.989,-90.2,803,44
C_ID_034647ea2d,2016-10,cash_back,35.912,-79.179,647,39
C_ID_0348093d6d,2016-05,cash_back,42.511,-121.723,643,44
C_ID_034a860d9f,2017-04,travel,35.754,-102.419,649,43
C_ID_034a98b48e,2017-08,dining_entertainment,27.262,-97.669,644,78
C_ID_034ab866e0,2017-09,dining_entertainment,46.443,-99.085,750,95
C_ID_03503bfacb,2017-02,cash_back,43.153,-116.887,512,94
C_ID_0351ae4ac2,2014-09,cash_back,35.252,-87.584,730,39
C_ID_0351e8d4a3,2015-06,dining_entertainment,32.702,-97.967,315,27
C_ID_03538e5a9f,2017-08,dining_entertainment,37.623,-95.419,615,99
C_ID_035433c15a,2017-06,cash_back,47.171,-112.642,387,39
C_ID_035527c162,2016-09,travel,33.243,-114.575,832,41
C_ID_0355842289,2017-04,travel,36.141,-99.004,821,37
C_ID_0359e86ba3,2017-05,cash_back,47.371,-105.586,480,54
C_ID_035a629e32,2016-12,cash_back,45.188,-93.962,376,73
C_ID_035cc4b143,2016-08,cash_back,37.152,-117.324,553,51
C_ID_0360af6cdd,2017-04,cash_back,31.427,-110.538,756,72
C_ID_0362579021,2017-05,dining_entertainment,36.461,-101.812,321,35
C_ID_0363fc9b98,2017-04,cash_back,35.435,-99.127,808,48
C_ID_036537ff7d,2017-06,travel,33.379,-100.257,576,84
C_ID_03654894e4,2016-06,cash_back,44.689,-112.139,432,72
C_ID_0368d8191c,2017-10,cash_back,28.398,-97.25,813,20
C_ID_03692e6d6d,2016-10,dining_entertainment,44.533,-110.216,827,28
C_ID_036d55f4af,2015-09,cash_back,37.338,-97.709,402,28
C_ID_036d75f686,2017-02,cash_back,30.296,-92.946,795,73
C_ID_036d7bec76,2016-05,cash_back,30.787,-85.312,641,48
C_ID_037083886b,2017-02,dining_entertainment,44.018,-107.436,581,21
C_ID_0370aac15d,2017-07,cash_back,40.728,-94.889,611,34
C_ID_03713bbafa,2017-12,dining_entertainment,45.591,-122.749,322,46
C_ID_0373f599f1,2016-12,cash_back,39.74,-90.542,616,33
C_ID_03778d6c0d,2017-06,cash_back,41.599,-110.713,474,43
C_ID_0378147e0b,2015-02,cash_back,45.827,-94.646,622,67
C_ID_03791cc9bf,2017-08,travel,31.964,-81.176,401,39
C_ID_03793e545a,2016-12,dining_entertainment,34.558,-118.422,686,39
C_ID_037b15d5d8,2017-12,cash_back,46.0,-117.501,643,44
C_ID_037c83e3fd,2017-05,cash_back,44.15,-82.364,316,21
C_ID_037d6c7db8,2017-09,cash_back,45.245,-101.013,523,67
C_ID_037f4aba9f,2016-10,cash_back,35.36,-102.06,790,50
C_ID_0380672386,2017-04,cash_back,36.122,-90.316,842,39
C_ID_0383567a11,2017-09,travel,42.716,-73.603,707,21
C_ID_038462df75,2017-11,cash_back,36.008,-106.154,426,36
C_ID_0386e6f1a7,2015-07,cash_back,25.175,-80.897,415,21
C_ID_038a3cb25a,2015-12,cash_back,35.793,-108.925,529,36
C_ID_038c6e0336,2017-03,cash_back,47.901,-89.533,506,81
C_ID_038d40c713,2017-12,cash_back,44.561,-112.501,810,89
C_ID_038ddcc206,2017-07,cash_back,37.604,-122.455,575,68
C_ID_038e59fb49,2014-05,cash_back,39.976,-113.358,702,28
C_ID_038eff84f0,2016-07,cash_back,40.592,-108.446,849,34
C_ID_038f5a5d43,2017-11,travel,41.767,-82.966,506,43
C_ID_039139ec0f,2017-02,cash_back,34.038,-106.835,652,25
C_ID_039282747f,2017-12,dining_entertainment,32.898,-86.308,428,66
C_ID_0392c8550b,2016-09,travel,43.734,-83.584,714,29
C_ID_039329389f,2017-09,cash_back,38.767,-103.255,311,38
C_ID_03950f6dc9,2017-12,cash_back,39.398,-110.519,798,70
C_ID_0395ac375f,2017-11,cash_back,32.336,-93.142,454,27
C_ID_0397486595,2017-10,cash_back,38.523,-83.646,347,31
C_ID_0398d3280c,2017-12,cash_back,44.407,-118.48,324,60
C_ID_0399a4b0f8,2017-07,cash_back,35.531,-93.378,375,46
C_ID_039adeffa6,2017-04,cash_back,39.127,-98.79,447,20
C_ID_039afe8efd,2015-10,travel,32.44,-93.01,750,62
C_ID_039ebb5d73,2014-09,cash_back,38.608,-102.37,755,47
C_ID_039fae55ab,2017-11,dining_entertainment,47.621,-94.961,824,89
C_ID_03a7550044,2017-11,travel,39.034,-106.436,756,27
C_ID_03a8496cf9,2017-08,travel,39.352,-117.297,384,70
C_ID_03a9510510,2016-12,dining_entertainment,38.421,-84.268,378,60
C_ID_03ab496e52,2017-10,cash_back,40.388,-79.5,655,62
C_ID_03ac89a793,2017-04,cash_back,37.84,-97.964,691,50
C_ID_03aca44166,2017-07,dining_entertainment,33.881,-115.481,508,20
C_ID_03ad0618ce,2016-03,dining_entertainment,38.447,-122.828,745,31
C_ID_03b0c7b495,2016-08,cash_back,36.56,-118.253,614,71
C_ID_03b785c555,2017-07,cash_back,32.949,-91.689,710,34
C_ID_03b9d5bca5,2016-10,dining_entertainment,44.324,-71.687,710,55
C_ID_03bbe75e04,2017-01,dining_entertainment,46.258,-118.732,683,97
C_ID_03bf96f2a4,2017-08,cash_back,38.531,-100.309,380,58
C_ID_03bfabc1cd,2017-02,cash_back,40.926,-86.78,619,63
C_ID_03c23085bb,2016-12,cash_back,41.502,-103.579,332,27
C_ID_03c2a4dbe8,2017-09,cash_back,37.275,-76.597,321,21
C_ID_03c374bf80,2017-03,cash_back,41.772,-115.313,421,54
C_ID_03c69664e2,2016-07,cash_back,36.072,-110.093,530,34
C_ID_03c7df06d4,2017-02,cash_back,36.583,-110.804,481,28
C_ID_03c8f16028,2016-04,cash_back,38.409,-109.108,783,71
C_ID_03cb8687c9,2017-02,cash_back,36.286,-91.488,821,84
C_ID_03d0a58c02,2017-11,dining_entertainment,29.356,-97.499,463,28
C_ID_03d315e206,2017-01,cash_back,36.294,-100.822,352,21
C_ID_03d5897583,2017-03,cash_back,28.971,-96.103,332,22
C_ID_03d5fb6c9c,2017-11,cash_back,43.677,-109.212,807,31
C_ID_03d6c9587f,2017-08,dining_entertainment,35.117,-96.944,435,57
C_ID_03d7cca469,2017-03,dining_entertainment,35.024,-115.595,335,36
C_ID_03d9939531,2016-02,travel,39.258,-86.524,379,39
C_ID_03d999fb76,2016-12,cash_back,39.21,-82.278,749,28
C_ID_03dd722beb,2017-05,cash_back,45.044,-117.41,478,91
C_ID_03dff02d99,2017-12,cash_back,48.65,-101.016,591,27
C_ID_03e1f7a08a,2017-07,cash_back,39.101,-115.192,585,87
C_ID_03e3e52d65,2017-10,cash_back,40.097,-96.777,833,30
C_ID_03e573ef21,2016-05,travel,43.89,-111.741,692,19
C_ID_03ee361912,2016-12,cash_back,45.301,-119.37,676,39
C_ID_03eed0df55,2017-05,cash_back,36.117,-107.119,376,33
C_ID_03f2699673,2016-11,cash_back,36.037,-86.065,526,62
C_ID_03f40eb67a,2017-09,cash_back,32.361,-99.832,707,37
C_ID_03f93526b8,2013-07,cash_back,48.969,-104.305,658,52
C_ID_03fa492a53,2017-06,cash_back,43.391,-94.845,600,47
C_ID_03fad7f223,2017-11,dining_entertainment,46.397,-95.212,592,62
C_ID_03fbfa99d3,2017-12,cash_back,34.038,-108.587,799,18
C_ID_0401f8c1f6,2017-08,dining_entertainment,42.089,-75.991,425,84
C_ID_040313cc5e,2017-11,cash_back,38.919,-121.538,373,37
C_ID_0403e8b4ef,2017-08,cash_back,37.682,-78.437,380,30
C_ID_04072791d1,2017-02,cash_back,38.347,-109.883,643,39
C_ID_0408bd2dcf,2016-06,cash_back,40.368,-106.381,650,45
C_ID_0408db719c,2017-09,cash_back,46.846,-95.435,625,40
C_ID_040b068acf,2016-11,cash_back,34.483,-100.702,360,19
C_ID_040b434c0f,2016-07,cash_back,44.193,-91.664,674,59
C_ID_040c5cba20,2014-09,cash_back,35.559,-112.209,638,69
C_ID_040cfd79c2,2017-09,travel,42.719,-108.96,353,18
C_ID_040fc2a495,2017-12,travel,46.7,-116.085,751,28
C_ID_0412192ae6,2017-01,dining_entertainment,41.099,-103.278,502,29
C_ID_0412b4a5b9,2015-08,dining_entertainment,36.393,-93.408,500,23
C_ID_041393a993,2017-08,dining_entertainment,38.709,-100.216,459,73
C_ID_041618ad24,2017-01,cash_back,28.845,-99.845,574,78
C_ID_04195b796c,2017-09,cash_back,38.783,-116.912,328,40
C_ID_0419b3b000,2017-08,cash_back,44.897,-99.508,669,53
C_ID_041a995056,2016-09,travel,46.041,-112.547,389,33
C_ID_041cf353e8,2017-01,dining_entertainment,38.827,-81.839,323,83
C_ID_041d0eeb7a,2017-08,cash_back,43.069,-117.55,682,43
C_ID_041d99afc1,2017-06,dining_entertainment,38.669,-83.864,822,25
C_ID_041e3d61a1,2017-09,cash_back,27.545,-99.173,628,42
C_ID_041eb4ff9c,2016-05,travel,47.499,-93.577,532,38
C_ID_04207da384,2017-05,cash_back,33.976,-98.075,306,61
C_ID_04214ceb9f,2017-03,cash_back,39.965,-91.003,577,95
C_ID_04237e4f07,2017-03,travel,26.587,-80.368,775,21
C_ID_0423d31f94,2017-07,travel,44.708,-84.622,319,53
C_ID_04240a00a7,2015-06,cash_back,36.883,-114.273,731,60
C_ID_0426ef5e84,2017-07,cash_back,42.164,-75.991,696,31
C_ID_0428bd6e89,2015-05,cash_back,39.267,-84.856,723,50
C_ID_042aafc5b5,2017-08,travel,33.196,-92.27,622,25
C_ID_042ae24370,2017-08,cash_back,45.004,-110.892,620,46
C_ID_042f4868b4,2017-01,cash_back,44.959,-94.317,842,38
C_ID_042fd0eb54,2017-08,cash_back,30.679,-83.216,745,39
C_ID_0431b415cd,2017-04,cash_back,33.037,-90.743,505,89
C_ID_0432b317af,2017-10,cash_back,34.882,-79.286,786,23
C_ID_0432b5fd99,2017-05,cash_back,35.56,-90.965,741,35
C_ID_04340bad2a,2016-01,cash_back,32.154,-111.574,544,18
C_ID_0434e4eab1,2017-05,dining_entertainment,31.486,-85.407,360,53
C_ID_043553185e,2016-11,cash_back,33.977,-96.002,364,34
C_ID_0436e21769,2017-10,cash_back,45.602,-103.144,624,81
C_ID_0438a5c6af,2017-02,cash_back,46.619,-88.848,401,22
C_ID_043a085710,2017-11,travel,47.824,-99.891,377,26
C_ID_043b3c2ccd,2017-02,cash_back,39.372,-83.737,667,76
C_ID_043cd79703,2017-03,travel,46.365,-113.089,659,57
C_ID_043d1fbc11,2017-10,cash_back,37.344,-90.882,718,46
C_ID_043d21fb85,2017-12,cash_back,43.467,-120.067,821,49
C_ID_0440130972,2017-03,travel,48.822,-116.833,544,50
C_ID_04409c7973,2016-05,cash_back,37.352,-119.713,530,21
C_ID_0440f2cc0b,2015-09,cash_back,36.754,-120.28,787,35
C_ID_0444324614,2016-05,cash_back,38.15,-90.278,492,81
C_ID_04481db332,2017-05,cash_back,41.635,-93.972,614,60
C_ID_0448221703,2017-08,travel,34.367,-80.046,473,54
C_ID_044aa422b6,2016-03,cash_back,36.175,-121.109,746,20
C_ID_044bc26614,2016-10,dining_entertainment,41.892,-83.34,523,70
C_ID_044d21f464,2017-08,dining_entertainment,38.515,-92.299,770,22
C_ID_044e4bac36,2017-07,cash_back,44.461,-96.607,416,61
C_ID_044e8b406f,2016-11,travel,36.208,-115.183,646,79
C_ID_0451e614b8,2017-12,travel,32.803,-87.637,826,28
C_ID_0457f0be48,2017-10,cash_back,36.26,-95.689,345,54
C_ID_045833a608,2017-09,cash_back,44.657,-119.246,848,39
C_ID_045b9d8e7d,2016-11,dining_entertainment,34.902,-102.685,695,30
C_ID_045c478562,2017-06,travel,37.358,-104.443,329,35
C_ID_04606b29b3,2017-09,cash_back,35.576,-118.593,322,36
C_ID_04611d71e7,2016-10,dining_entertainment,40.474,-85.087,818,28
C_ID_04613b54dc,2017-01,dining_entertainment,40.303,-79.1,424,29
C_ID_0461bc2ff8,2017-11,cash_back,34.216,-93.725,386,42
C_ID_0466309b9b,2017-10,cash_back,36.87,-96.785,561,54
C_ID_0468479c29,2017-09,travel,33.094,-116.863,646,70
C_ID_046dd42deb,2016-11,dining_entertainment,40.326,-90.444,385,83
C_ID_046e3acf4b,2017-04,travel,42.525,-99.017,658,86
C_ID_046f7c0917,2016-08,travel,36.149,-118.443,498,38
C_ID_04715b857f,2017-07,cash_back,41.996,-123.224,841,19
C_ID_047273b30f,2016-11,cash_back,41.135,-119.1,812,47
C_ID_047348edc9,2015-02,cash_back,48.743,-95.243,701,75
C_ID_04735ce4ec,2017-09,dining_entertainment,37.314,-119.505,663,46
C_ID_04741b2bbe,2017-10,dining_entertainment,45.387,-98.967,787,62
C_ID_0476025ae4,2014-02,cash_back,26.095,-97.733,528,92
C_ID_04782dbd0c,2017-09,cash_back,44.561,-83.254,549,27
C_ID_0479adb68b,2017-08,cash_back,40.059,-113.4,479,42
C_ID_047a40b7ac,2016-11,cash_back,48.725,-104.968,845,56
C_ID_047bff69c9,2017-12,dining_entertainment,33.637,-87.426,741,22
C_ID_047f1d6059,2017-09,cash_back,29.49,-100.944,373,46
C_ID_048420e951,2015-07,travel,37.578,-88.637,726,53
C_ID_0487305d4f,2017-01,travel,32.323,-84.872,675,26
C_ID_04886edd12,2016-12,dining_entertainment,34.56,-106.437,319,47
C_ID_04893bcf1c,2017-11,cash_back,47.634,-114.698,405,23
C_ID_048bf0aa2d,2016-08,dining_entertainment,40.641,-98.609,477,28
C_ID_048d7b91f0,2016-07,cash_back,47.417,-99.384,651,30
C_ID_048d9c8c78,2016-12,cash_back,43.004,-109.956,725,56
C_ID_048f021387,2017-06,travel,39.199,-122.992,398,25
C_ID_048f3a6689,2016-04,cash_back,33.554,-111.111,634,23
C_ID_048fcc151b,2017-01,dining_entertainment,37.244,-87.042,425,85
C_ID_049369fb9b,2016-12,travel,32.374,-93.996,830,49
C_ID_0494b17862,2017-03,dining_entertainment,40.009,-116.682,609,100
C_ID_04969bf3f4,2017-07,cash_back,38.876,-111.337,547,25
C_ID_0496a45c65,2017-01,cash_back,34.749,-101.018,565,50
C_ID_0497209075,2015-10,cash_back,33.336,-112.203,328,66
C_ID_04972b847d,2017-03,cash_back,44.109,-98.954,731,89
C_ID_0498266203,2017-09,cash_back,41.616,-104.934,494,25
C_ID_049adbe90a,2015-03,cash_back,34.474,-101.899,716,65
C_ID_049b968b6d,2017-10,dining_entertainment,31.415,-96.404,679,69
C_ID_049d72d6d5,2017-11,cash_back,45.228,-100.056,367,32
C_ID_049f44c49f,2016-07,cash_back,43.69,-112.073,653,37
C_ID_04a0b31677,2016-12,dining_entertainment,39.047,-101.286,540,25
C_ID_04a67b9225,2017-08,cash_back,37.845,-108.748,680,82
C_ID_04a6f36396,2015-12,dining_entertainment,43.989,-71.204,546,79
C_ID_04a94df831,2017-02,cash_back,35.238,-109.995,664,38
C_ID_04aa7355a6,2016-06,cash_back,33.18,-115.937,412,36
C_ID_04ab6e7d57,2017-03,cash_back,30.553,-100.674,744,30
C_ID_04abec0c17,2016-08,cash_back,33.929,-83.126,752,24
C_ID_04af7e5568,2017-09,cash_back,36.354,-112.702,400,43
C_ID_04b14cf684,2016-06,cash_back,32.575,-101.151,539,64
C_ID_04b76846f3,2017-01,cash_back,36.895,-111.611,775,33
C_ID_04b7862d19,2016-02,cash_back,33.414,-86.804,467,19
C_ID_04b8064f48,2015-12,dining_entertainment,42.203,-111.485,555,28
C_ID_04b9d737f5,2017-08,cash_back,38.118,-87.305,476,66
C_ID_04ba18773f,2017-05,travel,33.959,-111.02,600,47
C_ID_04bb411934,2017-04,cash_back,35.021,-79.299,527,35
C_ID_04bd07d55b,2016-01,travel,42.483,-102.052,678,82
C_ID_04bd1a611d,2017-01,travel,43.861,-83.403,714,22
C_ID_04bf62ccdd,2017-07,dining_entertainment,32.777,-80.979,395,66
C_ID_04bf70ef30,2017-03,cash_back,42.595,-103.834,343,86
C_ID_04c1413f4c,2017-06,cash_back,40.631,-113.104,765,37
C_ID_04c24b720e,2017-03,cash_back,47.468,-119.559,750,47
C_ID_04c3562230,2016-06,dining_entertainment,38.775,-114.162,329,77
C_ID_04c41e92c9,2017-02,dining_entertainment,34.837,-79.682,592,69
C_ID_04c476ca02,2017-05,cash_back,46.287,-109.88,413,55
C_ID_04c52f63bb,2017-12,cash_back,42.062,-97.134,375,27
C_ID_04c552bd5f,2016-08,cash_back,45.895,-113.338,613,78
C_ID_04c5db9b90,2016-08,cash_back,32.914,-116.57,575,28
C_ID_04c86143c8,2015-09,cash_back,42.413,-84.108,347,32
C_ID_04ccb8ef59,2017-03,cash_back,41.289,-78.292,675,56
C_ID_04cfd840ce,2016-11,travel,46.828,-97.023,328,38
C_ID_04cfeec9d7,2016-01,cash_back,44.915,-95.117,475,99
